commune,com_avg_income,min_distance,latitude,longitude
Berchem,33144,3.292420059567171,50.8649231,4.2946734
Deurne,33144,5.222487486232126,51.20849,4.4719297
Hoboken,33144,5.328646791129246,51.1794946,4.3617847
Uccle,43622,3.9643978856220787,50.8035441,4.3338445
Antwerpen,33144,0.0,51.2211097,4.3997081
Ixelles,29704,1.833934329910997,50.8331141,4.3668279
Wommelgem,41392,8.872834151278463,51.2031044,4.5238022
Boom,35052,15.04710251028195,51.0873789,4.3667216
Kortrijk,37694,40.82836636011914,50.8276429,3.2659884
Anderlecht,26481,0.0,50.8390983,4.3296526
Zeveren,42117,16.76145221677158,50.9967515,3.5031988
Zeveneken,44745,13.623091418324073,51.1078751,3.9000296
Willebroek,38600,18.06463097931639,51.0606816,4.3588917
Waregem,38756,27.654503012976015,50.8868222,3.4323622
Wilrijk,33144,5.686229838645599,51.1700864,4.3942577
Sleidinge,41865,8.992477886385783,51.1262818,3.6678135
Gent,36726,0.0,51.0538286,3.7250121
Stabroek,43170,12.596873359148239,51.3326535,4.3680664
Molenbeek-Saint-Jean,25895,0.0,50.8545959,4.338636
Koekelberg,28773,0.8328940489080054,50.8606042,4.3315503
Berchem-Sainte-Agathe,32997,3.292420059567171,50.8649231,4.2946734
Aalst,38692,22.97062281615397,50.9383226,4.0392147
Bruxelles,29704,0.0,50.8465573,4.351697
Sint-Niklaas,36702,19.187390250879403,51.1646685,4.1395124
Westende,34983,32.390415436100895,51.1594035,2.768718
Zandvoorde,33257,47.24348905888709,50.8128399,2.9809192
Houthalen,35437,45.19863007818453,51.031137,5.3720755
Middelkerke,34983,28.378251420427297,51.1855865,2.8211561
Ledeberg,36726,2.1749977549792754,51.0372053,3.7414088
Walem,39500,17.7247701548536,51.0657941,4.4568748
Schaerbeek,29105,0.0,50.8676041,4.3737121
Woluwe-Saint-Lambert,39198,4.55645953269966,50.8430448,4.4256732
Zottegem,41829,21.91159708101097,50.864231200000006,3.810268614570032
Westkapelle,49006,12.958398270615836,51.3150359,3.302445
Rocourt,29723,4.096262304843282,50.678042,5.547616
Wenduine,39082,14.370161908041256,51.299095,3.0794343
Rumbeke,36817,31.0214372694116,50.9333267,3.1541566
Uitkerke,33019,12.141764155454922,51.3039998,3.1420244
Etterbeek,29704,2.6834598594772126,50.8361447,4.3861737
Waarloos,47563,13.406554458366193,51.1052659,4.453
Borgerhout,33144,3.3687293433137047,51.2128453,4.4462406
Leuven,43012,0.0,50.879202,4.7011675
Auderghem,42739,6.221687279275568,50.8171712,4.4270852
Merksem,33144,3.7651389624906964,51.2438894,4.4397179
Ganshoren,31069,2.7828559542617928,50.8703273,4.307798
Avelgem,37258,36.28586047569556,50.77750635,3.449666230130913
Harelbeke,37874,36.27618755498503,50.857512,3.3113699
Vissenaken,38387,15.829155813435783,50.8379912,4.9170287
Sint-Denijs-Westrem,36726,5.501922629751593,51.0199405,3.6676767
Sint-Lambrechts-Herk,39652,34.20584378296784,50.9019388,5.3058995
Laeken,29704,2.48163692510721,50.883392,4.3487134
Sint-Pieters-Leeuw,37716,8.89164358001034,50.7800261,4.2443604
Orp-le-Grand,41050,27.789456152432887,50.7034875,4.9912852
Zétrud-Lumay,39574,18.25635361194687,50.7601672,4.88015746346154
Waardamme,42060,10.704079259755483,51.1123296,3.2222872
Sint-Joris,35914,32.46571158934455,51.1303504,2.7781352
Woumen,35138,33.92634540232992,51.0012605,2.8702221
Rupelmonde,41716,12.927334397106515,51.1271881,4.290421
Soignies,36897,16.088355832129054,50.579203,4.0685604
Heldergem,42081,25.007350460907688,50.8816742,3.9548012
Saint-Josse-ten-Noode,22954,1.3146409065468496,50.8508197,4.3691634
Sint-Gillis-Dendermonde,38820,24.107055830094364,51.0211749,4.1184422
Ramsdonk,44261,16.5855015213225,51.0148193,4.3356406
Weert,43169,19.613475466399084,51.1021651,4.1920146
Welden,39518,20.060815772236843,50.8791033,3.6536587
Evere,31133,2.1413638479940067,50.8720096,4.4034182
Mortsel,41585,6.895684261661683,51.1704119,4.4566996
Harchies,33277,18.157485389954964,50.4822884,3.6990271
Petit-Enghien,38412,23.920103250908518,50.6899321,4.0845939
Eeklo,34900,18.2570983905671,51.1844827,3.5665965
Forest,31301,3.1422217720166885,50.811795,4.3181187
Vichte,40945,33.05224065999253,50.8354873,3.4048906
Schelderode,47435,9.371123108026943,50.9698809,3.7131906
Nivelles,39782,22.387801725471753,50.5976885,4.3235854
Woluwe-Saint-Pierre,49629,5.079322240130677,50.8370253,4.4274636
Saint-Gilles,28468,1.9222984134765408,50.8249958,4.3454841
Vrasene,42919,14.301921715912451,51.2191283,4.194377
Woubrechtegem,41898,24.17305276155125,50.8726761,3.9158325
Ruisbroek,44065,5.891507841342854,50.7900129,4.2980824
Rijmenam,51407,15.837000203353744,51.0010818,4.5842221
Borsbeek,37667,6.964159512000232,51.1928907,4.488953
Wetteren,38114,12.381000251948079,51.0068804,3.8855494
Toernich,46116,111.48167059673384,49.6512359,5.7795299
Herenthout,37833,26.346261400804003,51.1392427,4.7543972
Sint-Michiels,38379,2.4843817612883123,51.1884619,3.2111722
Neder-Over-Heembeek,29704,2.7858892758870852,50.8925777,4.3768928
Vilvoorde,37234,7.6274644950574375,50.928711,4.423126
Alken,41017,31.706432928562176,50.8754731,5.3079873
Heusden,47283,44.30057766537816,51.038289,5.2810644
Tilleur,28715,4.06906555205161,50.6206584,5.5306658
Wondelgem,36726,3.9683568907671387,51.0886195,3.7123555
Lembeke,41952,16.96862723631147,51.1949816,3.6326098
Sart-lez-Spa,41217,29.105281573734164,50.51744,5.933482
Sint-Amandsberg,36726,1.8920448162805172,51.061875,3.7488657
Wavre,41008,19.133790431397404,50.7169694,4.610416
Wandre,29723,6.688686585516172,50.6702136,5.6598274
Assenede,40734,19.422279710561767,51.2275942,3.7532864
Wanzele,42702,18.49020563469087,50.9741595,3.9570133
Tielrode,40142,19.762363987112607,51.1125824,4.1752558
Tihange,32010,25.747117773002937,50.527586,5.259369
Ougrée,28856,6.353058412375413,50.591146,5.5439611
Vurste,44807,12.328730635235475,50.9459212,3.6845236
Halle,38908,13.164895556973871,50.7360524,4.2374349
Wardin,35515,74.36309600474664,49.9901889,5.7857251
Wansin,40504,25.97611727749754,50.6785993,5.020456
Oostrozebeke,36953,29.615482371780356,50.93434535,3.3468206372996305
Drogenbos,34279,5.908628332517565,50.786532,4.3173542
Moerzeke,37198,24.593985399435834,51.0630042,4.1531789
Aartselaar,46475,9.804278665909234,51.133297,4.3870241
Zegelsem,39587,25.977398495233903,50.8202409,3.7188136
Wulpen,45279,38.670722969199495,51.101318,2.6993152
Orgeo,32777,76.85997574881604,49.8343079,5.3022804
Zaventem,41981,7.115544378258719,50.8806207,4.4730008
Zomergem,41710,13.602776088681901,51.118399,3.5596004
Brasschaat,44845,9.990347554826503,51.2900693,4.4917295
Adegem,37507,18.05736551278623,51.2035291,3.4858471
Bredene,37625,18.59383943653063,51.2408491,2.9647914
Leest,39500,18.843141667814002,51.0350559,4.4150058
Rotselaar,49196,8.056704788985853,50.9514713,4.7094054
Wezemaal,49196,9.194199089900083,50.9564078,4.7481188
Zeebrugge,38379,13.705435282178641,51.3312211,3.207561
Tournai,33809,43.2525553490691,50.6056458,3.3878179
Edegem,46533,8.042860425605067,51.1548066,4.4458312
Wavreille,32960,47.16258275308379,50.1209121,5.2510385
Zelzate,35446,16.973147038719347,51.1981492,3.804224196893584
Lier,38751,15.511040705179012,51.131069,4.5696516
Malmedy,33858,40.25082739851101,50.4265348,6.0276059
Wanze,38248,25.83841560653001,50.5368559,5.2143865
Sainte-Marie-Chevigny,36447,73.61056278402694,49.9235741,5.4578106
Zedelgem,41860,9.840004139460245,51.1389736,3.1395587
Watermael-Boitsfort,40887,7.105262218627348,50.7981063,4.4176441
Liedekerke,39013,17.465094451112968,50.8711313,4.0860754
Vorst,39347,3.1422217720166885,50.811795,4.3181187
Wierde,35394,7.613425327611295,50.4257472,4.952557
Waha,33662,44.18063353664261,50.2119666,5.3441742
Seraing,28856,5.641483773129822,50.6152381,5.5089437
Ramskapelle,49006,34.23191789008617,51.1090204,2.7622654
Poeke,42072,19.6891243118625,51.0411797,3.4440783
Wemmel,42687,6.568548794097149,50.90922045000001,4.302993051934084
Wonck,35787,14.26848067871716,50.7677078,5.6333621
Sint-Stevens-Woluwe,41981,5.553282274911415,50.8692776,4.4528019
Genval,46843,17.695125250923997,50.7255373,4.5151481
Jette,31547,2.572359463220189,50.8759585,4.3245702
Waterloo,49868,16.085564907225898,50.70328635,4.408427632127678
Zarren,36386,28.251464702317794,51.0181506,2.9588049
Vlekkem,42477,19.48779424400369,50.9358954,3.9309931
Wanfercée-Baulet,32402,12.051810888604678,50.475843350000005,4.581627405915087
Lanquesaint,36258,24.0058909889452,50.6509684,3.8095391475672415
Nazareth,44015,13.798044254954503,50.959802,3.5963218
Mollem,40679,11.848220473051969,50.9328497,4.2239826
Rendeux,33872,48.03286471758965,50.21436665,5.522222064587313
Braine-l'Alleud,43475,17.59363351915854,50.6828722,4.3692706
Wakken,38846,26.673015515369393,50.930782,3.3978669
Spa,32480,26.581359714810038,50.4920654,5.8627569
Heverlee,43012,1.705522922628817,50.8645908,4.6937736
Virton,35652,110.71475962805127,49.5677263,5.5329559
Putte,42054,20.379743979566424,51.0570823,4.6310473
Turnhout,34133,38.75090385170537,51.3286495,4.929594325676078
Kapellen,48378,10.638419015081777,51.3149455,4.4295354
Uitbergen,39428,16.728914895485225,51.0180822,3.9574085
Court-Saint-Etienne,41989,27.17634939466917,50.6443208,4.5685766
Latour,35652,112.84401921164766,49.5581925,5.5704642
Korbeek-Dijle,50439,6.104627619088543,50.839684,4.640793
Schoten,43195,7.641399736050188,51.2516344,4.4980446
Deerlijk,40125,34.8202884295813,50.83940065,3.3627926635249863
Mariakerke,36726,24.203917754331506,51.21304,2.8793818
Tielt,37571,24.19835030011574,51.0002939,3.3273362
Zwijnaarde,36726,5.969804578755025,51.0003917,3.7167702
De Panne,35459,45.89496326836627,51.0988314,2.5924087
Lommel,36743,57.650125864654804,51.2305657,5.3076895
Gilly,27396,2.824908865760023,50.4237767,4.4795404
Genk,33963,35.99805589513006,50.9654864,5.5001456
Hooglede,39051,26.504017715977596,50.9882777,3.081760938099736
Onze-Lieve-Vrouw-Waver,43830,21.656384165415666,51.0624896,4.5798347
Warnant,35469,16.01123455007703,50.3238206,4.836084
Villers-l'Evêque,37946,11.419342475376562,50.703953,5.4408151
Zandvliet,33144,16.687288011855042,51.3599666,4.3086817
Kruishoutem,43436,21.550001122007465,50.9048236,3.5281805
Ronse,32085,34.595510385450794,50.7526199,3.601447689906585
Wéris,32422,35.54014068180284,50.3266395,5.5307553
Ophoven,36136,55.93202181744739,51.1271135,5.8015396
Merkem,34993,38.65317644797825,50.9527838,2.8520424
Schriek,39914,16.220443248170778,51.0249522,4.6916315
Strombeek-Bever,44281,4.791782042102993,50.9083929,4.3516713
Mouscron,31017,49.722817967008,50.7436672,3.2142729
Keerbergen,54918,14.741839192803104,51.0037524,4.6290719
Mons-lez-Liège,32475,8.394924129702728,50.6224546,5.4600597
Ramsel,39285,19.404017960062223,51.0324718,4.8336098
Groot-Bijgaarden,43900,5.459927535706938,50.8707084,4.2651493
Bierges,41008,20.092855182898614,50.717399150000006,4.573884421883609
Steenokkerzeel,45579,10.693397298318345,50.9093488,4.5110471
Hofstade,38692,16.11978116877428,50.9912146,4.4938796
Wechelderzande,40295,27.320195861738487,51.2634596,4.7863029
Melle,45435,7.654737728747854,51.00303,3.7988833
Rivière,40066,12.067798351422638,50.3580729,4.8724268
Duffel,41935,15.7974161430731,51.0957176,4.5061988
Velroux,31573,10.461287681691992,50.6437369,5.4252652
Saint-Léger,45995,110.39554129019174,49.6134362,5.6569569
Lubbeek,50956,9.636396405604673,50.8821422,4.838443075812412
Villers-Poterie,40650,9.914570371462085,50.3513008,4.547498
Wijnegem,40604,8.578975028817215,51.2270761,4.5225318
Sint-Eloois-Vijve,38756,27.858783374399895,50.9059283,3.4038085
Vezin,34043,10.809167568795727,50.4966018,5.0114611
Chênée,29723,5.196572030654354,50.6075232,5.6174231
Zellik,40679,5.5837747909136315,50.8842475,4.2744185
Muizen,39500,18.495766884247598,51.0087257,4.5134363
Lichtervelde,38774,20.672385231313434,51.03042685,3.14195841601318
Heist-op-den-Berg,39914,21.966466950774578,51.0759905,4.7286753
Zolder,36814,45.80414282192701,51.0236553,5.3135203
Koolkerke,38379,3.9859418762311307,51.2419954,3.2473789
Zwijndrecht,39573,4.84305760859442,51.2185443,4.3302898
Vossem,56494,10.993761200339101,50.8354014,4.5607522
Nederokkerzeel,47956,10.556693594969794,50.9190127,4.5645096
Westrozebeke,36023,34.31084911685964,50.9310188,3.0121528
Plancenoit,54821,20.661311157560288,50.66254755,4.421212418273594
Namur,35394,0.0,50.4665284,4.8661892
Wielsbeke,38461,29.5858871348774,50.9094821,3.3699842
Hornu,28385,9.124688989746417,50.4335598,3.8275578
Witry,43224,85.10928473743752,49.8669288,5.608906489888668
Ottignies,39460,25.204416270708407,50.666357,4.5690502
Russeignies,37641,36.9629981560865,50.7447633,3.5309528
Denderleeuw,38577,19.525598079679565,50.88813845,4.062511248890271
Kachtem,36788,30.85306421700096,50.9319261,3.1924021
Wolvertem,48527,10.341185318328247,50.9510266,4.3085198
Sint-Amands,44065,23.171542548918417,51.0515271,4.2067001
Sterrebeek,41981,9.762060673315442,50.8613343,4.5124544
Zoerle-Parwijs,39958,26.15505161968697,51.0880889,4.8729402
Wieze,39986,22.865491272230408,50.9801493,4.0803159
Desselgem,38756,32.189380265915645,50.8866327,3.3497336
Opvelp,52676,10.146779679555488,50.8088266,4.793162
Saive,38625,7.68541796761153,50.6526283,5.6819662
Zonnebeke,37136,40.87208636434754,50.8731885,2.9874678
Marenne,32016,46.198569728960614,50.2418351,5.4165812
Sauvenière,41290,16.189370100340625,50.5810646,4.7248074
Louvain-la-Neuve,39460,23.611941563754034,50.6741689,4.613790587187648
Sougné-Remouchamps,36030,20.25876487256997,50.4827894,5.7039128586378025
Oostakker,36726,5.844836449448526,51.1001986,3.7644128
Belsele,36702,23.14634170317357,51.14633,4.08979
Zingem,43436,17.397451965447697,50.9039326,3.653793
Zulzeke,40443,31.158375631039522,50.7912081,3.569982
Hemiksem,40071,9.599699824793033,51.1430192,4.3409826
Ranst,44935,11.920050215560655,51.1897015,4.5633
Overijse,53300,15.439578585999493,50.7701622,4.5351806
Werchter,49196,10.174340942614956,50.970584,4.6937963
Ransart,27396,5.782788776274177,50.4575535,4.482824329976802
Vosselare,42117,12.231790806889702,51.0265181,3.5555413
Noorderwijk,38434,30.706254255425115,51.141115,4.8402651
Ingelmunster,37158,32.11494467621371,50.9202812,3.2549979
Sint-Ulriks-Kapelle,43900,8.749560150204479,50.8800337,4.2206526
Schepdaal,43900,9.679693657158875,50.8348548,4.1919739
Haren,29704,3.9289119841005653,50.8909441,4.4157553
Mont-Saint-Guibert,43035,26.042517864401066,50.6365628,4.6127019
Opglabbeek,38237,44.248401659070524,51.0429949,5.581962
Sint-Kruis,38379,1.7780089471557783,51.2142018,3.2506508
Grivegnée,29723,3.6133893249970304,50.6192957,5.6047622
Nieuwerkerken,38692,34.6091446637582,50.8653633,5.1939014
Herstal,29902,4.550932065604499,50.6650412,5.629981
Wespelaar,47455,10.144028984191198,50.9598898,4.6336453
Gestel,39462,21.4088151103472,51.1290504,4.6694284
Rekkem,33568,47.17825369364114,50.7861863,3.1627429
Rixensart,46843,19.12456521962059,50.7122566,4.5216218
Sint-Lenaarts,43104,23.94899161656916,51.3473203,4.6787433
Ville-sur-Haine,38494,8.149010990274764,50.4768996,4.0618082
Heestert,40149,37.33602878647345,50.7821543,3.4120184
Velaines,35712,40.554524777545275,50.6685604,3.4865934
Waremme,36461,23.228122653065807,50.6976875,5.2546191
Chaudfontaine,44376,8.470561953030183,50.5847922,5.6469688
Saint-Gérard,37666,16.098824419829075,50.3463414,4.7395306
Zwevegem,40149,38.83105375654193,50.78285655,3.375586376478683
Embourg,44376,6.490812984649697,50.591638,5.6105688
Lokeren,38938,19.339533802535065,51.1044488,3.9898689
Terhagen,43987,15.882289914054075,51.078277,4.3993623
Hermalle-sous-Huy,31313,17.846302814099225,50.5569911,5.3622542
Paliseul,33605,65.46108353714965,49.9035269,5.1349041
Seneffe,39767,18.649355324869415,50.5292555,4.2566988
Marche-lez-Écaussinnes,36445,18.875587150438424,50.5464944,4.1767091
Tubize,34640,18.86089469269907,50.6904188,4.200575616638647
Kraainem,53968,7.258101743930302,50.8425698,4.469203440443001
Saint-Ghislain,34003,9.410713630202583,50.4477484,3.8195241
Lint,49158,12.308324596009856,51.1268305,4.4922187
Oeudeghien,37751,30.016335795787075,50.6778522,3.7122263
Opwijk,44529,16.463902307597138,50.9690529,4.1896665
Werm,38528,23.228122653065807,50.6976875,5.2546191
Sint-Genesius-Rode,53638,10.525704613269374,50.74503,4.3463687
Châtelineau,28627,5.220018442432401,50.4155938,4.5179328
Torhout,37923,19.15344175085879,51.0587812,3.091184124530616
Beersel,45534,10.276688354624076,50.7478412,4.30652710740871
Balen,38761,47.47737009597954,51.1727481,5.194138939365719
Pulle,42709,21.825406524789276,51.2033571,4.7117525
Voorde,38251,27.024643360854743,50.8254777,3.9454543
Poelkapelle,37713,37.40365583833605,50.9179465,2.9572108
Wangenies,32402,8.82214692852421,50.4770796,4.514932553161763
Kuurne,37946,38.29895917160665,50.8597083,3.2733290179140377
Stekene,41006,25.131227081894117,51.2062265,4.0396925
Fléron,33859,8.34528023583197,50.6168354,5.6832219
Schilde,52053,12.810264112126156,51.2388703,4.5814855
Jemeppe-sur-Meuse,28856,6.061180112021774,50.6186268,5.4984853
Charleroi,27396,0.0,50.4116233,4.444528
Velaine-sur-Sambre,32347,13.299141481965824,50.4713313,4.60725
Lembeek,38908,15.849152426204641,50.7135392,4.2229681
Zoutenaaie,35512,37.79443402695739,51.0494801,2.7481418
Sint-Jan,36057,44.35856644126811,50.8648573,2.9047017
Aalbeke,37694,46.27837700304554,50.7788603,3.2294574
Merchtem,43469,13.783627937253272,50.9593636,4.2335677
Aubange,38048,120.39240352008105,49.5671953,5.8044993
Ardooie,37664,25.519928347598988,50.9797876,3.1974259
Sint-Martens-Latem,56975,6.991802763276865,51.020971,3.6397549
La Hulpe,47463,14.65867801936217,50.7362626,4.465922655145528
Verviers,29893,21.542958267238728,50.59324,5.867828
Booischot,39914,18.29285236507906,51.0372737,4.7735274
Wauthier-Braine,43559,17.78828433177795,50.6803187,4.2988086
Welle,38577,20.82001846913556,50.9030844,4.0508129
Wevelgem,38936,44.53294890425504,50.8089591,3.1841013
Vottem,29902,3.1029509152433437,50.672893,5.5697617
Gelrode,40395,11.958266393729414,50.9655011,4.8029673
Tremelo,44199,12.533605450056463,50.9919047,4.7040582
Geel,39612,37.30256426883275,51.1610826,4.9903187
Genappe,44783,22.1604218054732,50.6108733,4.4510726
Xhendremael,32537,9.296081406667893,50.7043671,5.4805775
Boussu,28385,11.30118061778983,50.4331253,3.7960902
Arendonk,37454,49.03049314568228,51.3202315,5.0864557
Gosselies,27396,6.898315186832287,50.47358865,4.44924225712702
Oupeye,34098,9.366235707196363,50.71713445,5.642500027818934
Spiere,36394,45.39537180924573,50.7180807,3.3568584
Boekhoute,40734,22.67492583698023,51.2576962,3.7176064
Beringen,37141,41.361432491571776,51.0489641,5.2266869
Zarlardinge,37744,32.950178636140734,50.76432255,3.8252714980660754
Saint-Georges-sur-Meuse,35212,15.984659111744437,50.6000654,5.3584259
Zulte,40058,21.574049577494687,50.9400485,3.475305501634618
Thimister,40876,20.39030115065667,50.6533204,5.8625239
Villers-la-Ville,44726,19.00562751801717,50.5727285,4.5342675
Sint-Eloois-Winkel,37206,37.2199647229214,50.87486725,3.184801514183245
Reningelst,34695,54.26802923716452,50.8170498,2.7636029
Waimes,34568,43.25434110627204,50.47241415,6.12229074312927
Ressegem,41898,22.204417309033072,50.8920791,3.9109808
Haasrode,58045,5.660954814251938,50.8309839,4.7270448
Zande,36620,23.472256932942656,51.1198797,2.9212918
Sijsele,40996,6.804405340433512,51.2004843,3.3235879
Fontaine-l'Évêque,31682,8.487692209423964,50.4107021,4.3247583
Haccourt,34098,11.86367573991493,50.7339784,5.6667674
Zele,37266,21.532456805150176,51.0671633,4.032389457082763
Trivières,30289,13.168241905710993,50.4532043,4.13793659500489
Wolkrange,49742,113.45260432670233,49.6349978,5.7982447
Meulebeke,36322,29.092782826530684,50.9498382,3.2888527
Wachtebeke,40473,15.901784975773849,51.1701927,3.8574284
Xhoris,38039,22.452796042734004,50.443983,5.602069
Vaux-Chavanne,36004,39.11796718362918,50.3021991,5.6971681
Quiévrain,29199,19.85954537897391,50.4058844,3.6823764
Sovet,34208,22.39220293910321,50.296303,5.0349178
Winksele,51119,4.528797382039617,50.8979511,4.6438521
Bray,32170,10.09423108865925,50.43178885,4.0897844760654944
Ekeren,33144,6.518113681928531,51.2781955,4.4209857
Yvoir,39037,15.643040844264434,50.3260425,4.877815
Mol,39398,44.5934580178163,51.1840421,5.1155267
Zwevezele,38413,19.20331174080216,51.0361481,3.2106957
Vorselaar,39941,25.841846261251412,51.2023448,4.769482
Heusy,29893,22.039494961663465,50.57804,5.867539
Zevekote,38116,22.824960383897423,51.1368151,2.920019
Warnant-Dreye,41399,25.437664533696235,50.5957014,5.2215442
Kessel Lo,43012,2.2230913085355923,50.8852456,4.7313734
Vaux-sous-Chèvremont,44376,6.424968303620356,50.6018004,5.6339283
Hachy,45102,103.00919124637994,49.7015507,5.6805003
Signeulx,40988,115.68093466175496,49.5528606,5.6403955
Maldegem,37507,15.217656601893516,51.2088871,3.4452214
Athus,38048,121.87176970484701,49.5615482,5.8306932
Soye,40151,9.66914542020187,50.45496735,4.730807700413297
Strijtem,45352,15.103626923522743,50.8405541,4.1145703
Itterbeek,43900,5.5850890256234145,50.8395994,4.2501187
Machelen,35111,6.36397023421864,50.90152065,4.446784480895417
Tournay,37409,77.86874170263384,49.8543387,5.3969928
Diepenbeek,39689,31.148711359962153,50.9078485,5.4200307
Villers-sur-Semois,45794,98.73960891245885,49.6987456,5.5614663
Baudour,34003,8.935250083085483,50.4843055,3.8344295
Ans,32537,5.294551254535971,50.6679862,5.5077543
Teralfene,45637,17.271745303026872,50.8921419,4.09834
Rachecourt,38048,115.12666508977976,49.5903125,5.7248143
Tontelange,59976,103.50463855018053,49.7266352,5.8099377
Wezembeek-Oppem,53114,8.38417378380324,50.8440554,4.4871796
Willerzie,32755,53.29153517110807,49.9874142,4.8475671
Wellen,39738,27.45716102754644,50.8414946,5.337092
Tilff,42614,8.322452386754614,50.570522,5.583679
Niel,38765,13.281895721505572,51.1098649,4.3303396
Ressaix,32170,17.441003971788156,50.4231269,4.1931065169042006
Opdorp,43632,20.64882983700627,51.0264023,4.220916
Nassogne,35406,50.52299739329296,50.1287359,5.3418985
Laarne,43768,9.174111443545831,51.029657,3.8504738
Weerde,50492,13.814689541490825,50.9722782,4.479869
Nadrin,34264,54.384215144869465,50.1608117,5.6809237
Marcinelle,27396,3.2600271856235508,50.38246,4.4398075931402445
Zandhoven,42709,18.108329450519562,51.2147918,4.6595103
Furfooz,30917,27.839504506745158,50.2234099,4.9599068
Tertre,34003,10.014924234409463,50.4674469,3.8118448
Vierset-Barse,40566,26.833198553567357,50.4811242,5.2948879
Sint-Martens-Lennik,46735,11.869296982331218,50.8121895,4.1661277
Pittem,36905,23.888611845099728,50.99519,3.2667652
Moorsel,38692,11.6300163999675,50.8573114,4.5386142
Zepperen,36466,30.260084232852332,50.8225873,5.2476844
Opheylissem,39891,24.33050282113387,50.7478898,4.978178
Steenkerque,37515,22.46660930580767,50.6428237,4.0689795
Longueville,50803,19.953068370307648,50.70253865,4.750930339395808
Huizingen,45534,10.698570521580255,50.751709,4.2659694
Monceau-sur-Sambre,27396,4.503050469620918,50.4137749,4.381068593882086
Koersel,37141,44.40309476687028,51.0573964,5.2686384
Veulen,37286,22.95988562563439,50.7633827,5.3063809
Tignée,36423,9.23219583392107,50.6493942,5.7043739
Waltwilder,37997,24.402895278974142,50.8638819,5.5464648
Alsemberg,45534,10.814628692862057,50.7419942,4.3383125
Zandbergen,37744,26.393926449263134,50.8069906,3.9573581
Betekom,43612,13.132809310469565,50.9859984,4.781192
Hechtel,37814,53.752063144859655,51.1236746,5.3638574
Oetingen,44141,20.26594236639078,50.7720719,4.0614624
Queue-du-Bois,32708,7.47286380516897,50.6369652,5.6788052
Ursel,42072,18.75151000571187,51.1300675,3.4855189
