commune,com_avg_income,min_distance,latitude,longitude
Vosselaar,44100,35.45967605333728,51.3129153,4.8878026
Pironchamps,27092,6.076524303804796,50.4285932,4.526056
Lessines,33759,29.88077921143796,50.7123036,3.8301131
Melen,36423,11.524443338300104,50.6460841,5.7370469
Nijlen,41284,20.005679042350724,51.1610023,4.6702859
Olen,39850,31.449930832269203,51.1438611,4.8597257
Vollezele,44068,23.12683490453124,50.76088,4.0247359
Meise,48527,8.0451031180369,50.9341625,4.3287322
Drongen,36726,4.986023797937188,51.0473433,3.6544322
Piéton,31459,11.322538471521954,50.4349107,4.2889391
Iddergem,38577,18.798538631012022,50.8770138,4.0686554
Westkerke,38297,15.506346982544509,51.1646678,3.0155885
Minderhout,38493,33.41187861297202,51.4174934,4.7636002
Ombret,34064,20.04256357800894,50.5424511144029,5.340209343814248
Scheldewindeke,46227,13.519123389856237,50.9369041,3.7779584
Mont-sur-Marchienne,27396,4.266605225152672,50.3826183,4.405122050128215
Zoersel,44885,22.537020638744174,51.2716725,4.7132557
Wortegem,44729,26.895766927499007,50.8533808,3.5101135
Steenhuffel,43949,16.016814994243436,50.9954209,4.2683305
Vlezenbeek,37716,7.710297412823782,50.8075574,4.2319001
Houtain-Saint-Siméon,34098,10.785159869536255,50.7392521,5.6103624
Martelange,40635,92.95307404048715,49.8149117,5.7268150473328365
Wilsele,43012,3.6779453493555114,50.9114018,4.7131616
Céroux-Mousty,39460,25.780981999160836,50.6599083,4.5691032
Manage,30827,18.01071673624313,50.5040159,4.2355599
Leopoldsburg,35154,47.50671829371629,51.1193017,5.2627046
Paal,37141,37.554701840171994,51.0396274,5.1730187
Rollegem,37694,45.3348129543827,50.7688433,3.262598
Vresse-sur-Semois,29749,66.17670712357965,49.8729769,4.9340633
Grimbergen,44281,8.759915438662874,50.9457843,4.38909669976362
Scherpenheuvel,39615,22.38813456817745,50.9802698,4.9774558
Loyers,35394,6.220858713160138,50.4615162,4.9537227
Waasmunster,48148,25.122969208931227,51.1186217,4.078575883847648
Oud-Turnhout,43213,41.893715670271625,51.3178319,4.9817086
Vitrival,36293,15.104895715475692,50.3941596,4.6558828
Grobbendonk,41814,23.823255957822273,51.1919904,4.7385027
Roselies,32767,9.294855448768292,50.4289142,4.5728849
Wichelen,40929,18.22060899298198,51.0060797,3.9742524
Moorslede,37484,37.07013403637887,50.8914424,3.0631252
Mons,32899,0.0,50.4549568,3.951958
Vyle-et-Tharoul,38897,28.553685376286158,50.4462735,5.2682682
Plainevaux,47599,11.741858686843822,50.544806,5.5215313
Sinaai-Waas,36702,23.208896690438227,51.18700185,3.9810598
Diegem,35111,5.602046791396928,50.8899608,4.4452666
Rosières,46843,18.860090891833927,50.7343111,4.5528471
Tourinnes-la-Grosse,46620,11.733666324297317,50.7777654,4.7472104
Hoeilaart,51432,12.314887036163293,50.7674846,4.474407
Jumet,27396,3.650695259724903,50.4443555,4.440522881534143
Sars-la-Bruyère,30584,10.652968780000647,50.3720935,3.8765
Thy-le-Château,37323,14.384210245282826,50.2827004,4.4278716
Zonnegem,42704,19.129475869964477,50.9267514,3.9092421
Wegnez,33462,18.717909504136752,50.5789617,5.8175559
Westmalle,40856,22.105134967535086,51.2970123,4.6933094
Nalinnes,43251,9.732957298836466,50.3240944,4.4453802
Virginal-Samme,42679,23.302653770202816,50.6413618,4.219967644219659
Eupen,36700,32.31551395799166,50.6305665,6.0312717
Westmeerbeek,39250,22.221346131643717,51.0603638,4.8351334
Angleur,29723,3.969974211142299,50.6131234,5.5986637
Linkebeek,46319,7.341081710619375,50.7732003,4.3359991
Thorembais-Saint-Trond,40979,18.488704731906882,50.61884505,4.761263128997847
Courcelles,31532,7.038514240839131,50.4574699,4.376008
Hove,54650,9.710738510127712,51.1486117,4.477387
Morlanwelz-Mariemont,31479,15.162607970159764,50.4559649,4.2420853
Tielen,42072,34.67319300235442,51.2422595,4.8965455
Tessenderlo,40089,34.356572314809405,51.0681628,5.0893974
Hoogstraten,38493,32.16246547697093,51.4012894,4.7616865
Visé,35147,13.074526845715313,50.7347797,5.6936397
Meldert,46435,16.94844815291313,50.9356266,4.13396
Aartrijke,41860,13.760239010156235,51.1191622,3.090309
Boechout,45893,9.292189509366011,51.1635604,4.4963921
Heule,37694,40.615492579227954,50.8433241,3.2348571
Bouge,35394,1.7241783780026236,50.4765668,4.8847574
Nessonvaux,37229,14.391562217441088,50.5720282,5.7419487
Saint-Remy,38625,42.01073597653678,50.0458982,4.2963399
Schelle,42336,11.61295352447152,51.1245635,4.3361875
Wasmuel,28316,7.524888566108333,50.445727,3.8466719
Anderlues,31259,12.8070655330785,50.4040264,4.264200775402966
Cambron-Casteau,37250,14.956113109580194,50.58305465,3.887452485579248
Thulin,32258,15.055951306553583,50.4233131,3.7452498
Zerkegem,43617,11.890906754536598,51.165626,3.0705072
Wasmes,27802,8.496791936065454,50.4218859,3.8438003
Saint-Sauveur,37751,37.49473058645003,50.7061803,3.5977459
Ichtegem,37281,19.86164318498476,51.0925288,3.0102687
Marche-les-Dames,35394,7.194987761158286,50.4806705,4.965401
Tenneville,37380,60.6356764098829,50.0995825,5.497465184536786
Kortessem,39947,27.182302463443644,50.859243,5.3872669
Wervik,34947,49.53109886395177,50.7782244,3.0439698
Saint-Symphorien,32899,4.751631113149424,50.4366253,4.012574
Jamoigne,35583,94.38552897243618,49.6958089,5.420477
Rulles,45102,96.75725185970195,49.7181041,5.558116
Zelem,40452,30.242260582721283,50.9788799,5.1026566
Sint-Pauwels,42188,21.398766569434645,51.1929939,4.0958349
Widooie,36159,18.2224528598328,50.7719092,5.409701
Vaux-sur-Sûre,38568,78.5180199555602,49.939384200000006,5.611697191879307
Villance,36859,60.644721758778026,49.9709626,5.2221196
Sint-Maria-Lierde,41567,27.23657136578008,50.8212479,3.8469441
Tillier,43621,10.338805060371204,50.544287,4.946342
Voort,36914,24.43914124737807,50.7932007,5.3171194
Vorsen,40867,29.044594719386343,50.7043223,5.1721718
Moerbeke-Waas,41847,20.891789181609234,51.1808945,3.945491725869704
Sint-Katelijne-Waver,43830,19.182505809250994,51.0699542,4.532238
Comines-Warneton,29917,51.459681888182466,50.7683055,3.0001175
Jemappes,32899,4.682310210075018,50.4525994,3.8859254
Havay,37888,10.740492793794255,50.3605437,3.9839647
Comblain-au-Pont,32936,18.836156752966602,50.4756986,5.5748498
Lillois-Witterzée,43475,22.003376865760575,50.64219715,4.360733861058036
Sint-Laureins,39101,21.01295935639233,51.2417048,3.5238418
Wange,41549,25.226044088830076,50.7865609,5.0290511
Boortmeerbeek,49150,14.505236814191065,50.9815937,4.5729262
Neuville-en-Condroz,47599,13.470111776370995,50.5520337,5.4514318
Wiekevorst,39914,26.465703110765297,51.1099023,4.7941786
Rotheux-Rimière,47599,13.839124422009446,50.5353385,5.4811796
Saint-Servais,35394,1.9461243162146038,50.4778694,4.8452444
Belgrade,35394,2.8468082790617175,50.471128,4.8266205
Ravels,37195,44.68534977316353,51.3717045,4.9955625
Verrebroek,42919,15.213783393307823,51.2553041,4.1881086
Sprimont,41559,16.719672112913056,50.5055291,5.6617176
Romsée,33859,7.767742852870936,50.6069188,5.6658323
Zevergem,54487,8.629656262174166,50.9786614,3.6943144
Cheratte,35147,8.101802347771727,50.6840338,5.6707671
Tintigny,40552,98.86908291437156,49.6820986,5.5185152
Corbion,30494,75.08768288237617,49.7974564,5.0087055
Oosteeklo,40734,15.69061367671792,51.1929943,3.687828
Chapelle-à-Wattines,34625,27.331151941663336,50.6125001,3.6551354
Waarschoot,41710,13.561664463177395,51.1544208,3.6151788
Flobecq,36539,33.174780095731705,50.7555082,3.731443218614724
Sint-Kruis-Winkel,36726,13.106265699331539,51.1541943,3.8234371
Ternat,43623,11.386112859890261,50.8713392,4.1756966
Rillaar,40395,17.197141377789045,50.9757406,4.8928649
Solre-sur-Sambre,30802,21.53360450182848,50.3127567,4.1581256
Wijgmaal,43012,4.828303562752901,50.922623,4.7016294
Borsbeke,41898,20.39186134442977,50.9047179,3.8945771
Aspelare,38251,26.067715683552724,50.8421637,3.9584406
Kaster,40945,31.102204175413778,50.814135,3.4962534
Zemst,50492,14.461901826997732,50.9842166,4.4650814
Schulen,40811,35.24657770145699,50.9641149,5.1856287
Warzée,38135,24.158842816850427,50.4487876,5.427096
Nethen,46950,10.77960723645306,50.78382875,4.673655234957148
Nieuwkerke,34453,59.9735487822924,50.7351998,2.8161955027417847
Maarke-Kerkem,43605,27.93550747816567,50.807217,3.6489314
Kalmthout,44910,18.801914207168405,51.3832723,4.4763255
Quevaucamps,34494,20.494658597620305,50.5187136,3.6801575
Saint-Géry,46385,21.25673709590607,50.5762185,4.619935883721944
Attenrode,44572,15.793514159393567,50.877424,4.9262551
Julémont,38255,14.68260885185742,50.6856398,5.7718682
Sint-Maria-Latem,43002,18.241885916312654,50.890215,3.7059521
Vivegnis,34098,8.09866535117002,50.697932,5.6527071
Viesville,40157,9.154190624273829,50.4906131,4.4080963
Saint-Aubin,34111,20.614268596848092,50.2469253,4.5778492
Walhain-Saint-Paul,46630,20.651350437432473,50.6171227,4.6951584
Winenne,32245,41.02048613775414,50.0980233,4.8930998
Vodecée,33097,26.0440256537676,50.1972001,4.5920788
Rochehaut,30494,70.33574477801395,49.8404522,5.0070138
Habay-la-Vieille,45102,98.73611708236865,49.7228424,5.6225107
Thoricourt,43026,17.25306833246458,50.6101161,3.9509699
Lovendegem,41710,9.430299037644419,51.0956807,3.6076129
Presgaux,30074,43.04755309573246,50.0247898,4.4206168
Waarmaarde,37258,33.76675043413067,50.7903789,3.4854202
Bekkevoort,40963,20.46913769010032,50.9439676,4.9744569
Wodecq,38682,32.62880710041361,50.7180457,3.7472647
Soy,34217,40.22852017034898,50.285577,5.5100929
Battice,38255,17.350133779986848,50.6479385,5.8196401
Mont-Sainte-Aldegonde,31479,15.493327802796445,50.4325692,4.228320603366422
Dworp,45534,12.284307467981852,50.7303901,4.2985231
Reppel,35455,56.63829425846131,51.1544084,5.5627079
Sint-Pieters-Rode,49451,10.28217812187655,50.9321326,4.8214061
Vance,45794,105.32618409795398,49.6704824,5.6660138
Zichem,39615,24.593794624321315,51.0063866,4.988349
Couillet,27396,2.7199537374018883,50.3927187,4.4688818
Roesbrugge-Haringe,34695,53.16221524847174,50.9150531,2.6262588
Bever,42106,29.083159218618867,50.7164481,3.943147
Hulste,37874,35.62932017826391,50.8819668,3.2955857
Otrange,38524,16.757803731138544,50.7369259,5.3849825
Lierneux,35511,42.84085100987919,50.2858086,5.7921558
Slins,40046,9.20710542132897,50.7277246,5.5652092
Mazy,41290,14.442471717247747,50.5130443,4.6755791
Ciply,32899,4.010045151859188,50.4192687,3.9438128
Willebringen,49694,12.324134675631948,50.8114319,4.8400618
Torgny,33968,115.0352520720988,49.5085018,5.4735035
Bande,35406,51.31741787612642,50.1665822,5.4154822
Deurle,56975,9.774642398997734,51.0074803,3.6062435
Waillet,36133,38.625894259526326,50.2604537,5.3045605
Wellin,33743,46.229986465881645,50.0822967,5.1146708
Sars-la-Buissière,37602,18.687079304572414,50.3352549,4.209803
Vedrin,35394,3.9807558955691733,50.5019599,4.8742389
Ruiselede,38860,19.34471901556774,51.0630592,3.3787805823544046
Oostham,38968,41.64201042462391,51.104087,5.1769241
Retie,42236,47.93846323034281,51.2675862,5.0843883
Hastière-par-Delà,28778,28.081218712678233,50.2150767,4.8294854
Essen,40249,27.873131958925764,51.4679229,4.4698256
Rebecq-Rognon,38342,25.02531666437155,50.65302365,4.129576968608948
Couthuin,43927,20.224226314363417,50.5330937,5.1322912
Vesqueville,34235,63.62918042515727,50.0058391,5.3968709
Autelbas,46116,112.61906964402831,49.6499559,5.8675666
Tongrinne,40578,17.18061441263127,50.5157258,4.623887
Strépy-Bracquegnies,30289,12.220620136786717,50.474939,4.12173391101142
Buizingen,38908,12.259641426893428,50.7412271,4.2493488
Heffen,39500,19.43107171074273,51.0469132,4.421812
Marchienne-au-Pont,27396,3.570596570102524,50.412317,4.3941506
Terwagne,39297,27.388889433397416,50.4445835,5.3484878
Cuesmes,32899,2.772753505616986,50.4368874,3.9249729
Yernée-Fraineux,46568,18.708571186278736,50.5282409,5.3829522
Lens-Saint-Servais,43150,29.167792357986905,50.6637114,5.16091
Villers-Sainte-Gertrude,32422,31.48853424260853,50.3619168,5.5764092
Meerbeke,38251,20.468599251478345,50.8239947,4.0391883
Neigem,38251,19.374162777227713,50.8029219,4.0598616
Sint-Agatha-Rode,48810,11.308345995456925,50.7868179,4.6338484
Habergy,49742,114.19159976995196,49.6153377,5.7608307
Nieuwrode,49451,12.095741953437368,50.9494124,4.8329514
Hever,49150,17.405482951301746,50.9974238,4.5383593
Vodelée,31331,33.749733954184094,50.1700848,4.7322167
Herne,44177,24.709130758286147,50.7248836,4.0281753
Thy-le-Bauduin,34111,14.134671262760154,50.295004,4.5238025
Fexhe-Slins,40046,8.52710191038167,50.7217678,5.5714112
Petit-Fays,31604,63.59268028531693,49.8978228,4.960495409590934
Limelette,39460,23.209767196507997,50.68409755,4.558898539191582
Saint-Denis,32899,6.8222646968638365,50.49290635,4.027708011615818
Woesten,34858,45.87260801904634,50.9004194,2.7903755
Wadelincourt,34494,23.428486048903054,50.5378214,3.6474295
Viemme,43269,21.529176766464257,50.6482877,5.2683121
Hodeige,40794,17.23262082196726,50.6960127,5.3426579
Hour,33460,36.046961013748344,50.1613066,5.0372408
Lot,45534,9.043959620341774,50.7659519,4.2733784
Sint-Martens-Voeren,37792,20.365801502056208,50.7485092,5.8122585
Meerbeek,48540,8.106593520330133,50.8822337,4.5857181
Grazen,38690,29.866105434572173,50.8726967,5.1267036
Retinne,33859,8.899517527763063,50.6304629,5.6976792
Beaufays,44376,10.608907539049152,50.5590549,5.6385711
Rebaix,36258,25.54323977741292,50.6615539,3.7938665
Bon-Secours,31967,24.83375120734579,50.4976184,3.607483
Waret-l'Évêque,43927,17.38142753400056,50.5564774,5.0672228
Wihogne,40046,10.338025721883119,50.7277451,5.5064112
Warcoing,35312,47.155546728926595,50.7044651,3.344011
Wanne,32816,40.50107781322894,50.3557319,5.9213974
Blaimont,28778,30.598619575777274,50.1920767,4.8348479
Liers,29902,5.910063554283701,50.6981667,5.5690642
Ramillies,41828,19.23144257696508,50.6366892,4.9148994
Yves-Gomezée,37323,19.823426033328264,50.2369772,4.5005925
Vierves-sur-Viroin,29259,39.23704547729835,50.080269,4.634249
Haillot,37407,20.242161613751982,50.4405961,5.1491871
Poulseur,32936,15.1113584707435,50.509234,5.5787582
Vielsalm,32212,46.888375121023095,50.2842154,5.9162783
Saint-Mard,35652,111.82697751211931,49.555757,5.529887
Waulsort,28778,28.909951422721797,50.2065353,4.866847385009471
Natoye,39799,19.483412186085356,50.3431142,5.061339
Glabbeek,44572,17.561026137001324,50.872407,4.9512199
Mortroux,40781,14.66973961869901,50.7129739,5.7521375
Warisoulx,47170,7.583872044118659,50.5345725,4.8588648913104935
Bellem,42072,16.83219410363341,51.0834224,3.4887657
Vivy,30494,67.72435862809652,49.8675973,5.0388784
Reninge,35666,42.14834093282004,50.9476272,2.7891362
Remicourt,40794,18.25986365708411,50.678492,5.319969
Limerlé,33485,59.684534386851034,50.156952,5.9238041
Sirault,34003,12.868084539538229,50.5054072,3.7882895
Langdorp,40395,17.823942549906043,51.0024869,4.8637488
Ville-en-Hesbaye,40577,24.36248020612417,50.6184127,5.1146644
Heer,28778,33.983706390086255,50.161698,4.831747
Villerot,34003,11.957119822009691,50.4861629,3.7902777
Sint-Joris-Weert,58045,9.396000420615394,50.8006875,4.6517014
Limont,43613,16.316756446382957,50.5077401,5.492298
Vlimmeren,42116,27.98103788341675,51.2988018,4.7821797
Humbeek,44281,11.100389436384953,50.9673676,4.3794122
Oteppe,44309,22.491527212993716,50.5823876,5.1269874
Hamoir,33841,24.599489405047393,50.4254063,5.5326084
Straimont,34488,83.08845499715953,49.7961667,5.3811714
Hermalle-sous-Argenteau,34098,10.490787474602211,50.7106536,5.6806787
Dison,27938,20.180850126158663,50.611374,5.854735
Dampremy,27396,1.3403115582187675,50.4176817,4.428175042784941
Montignies-sur-Sambre,27396,1.6031736911031744,50.410916,4.467124816014162
Sainte-Cécile,32287,86.30342365975399,49.7290971,5.2435618
Stembert,29893,23.418402617722197,50.593109,5.8952801
Baal,44199,13.434761772274124,50.9956319,4.7523911
Ohey,37407,18.55743435263825,50.4359066,5.1238439
Oud-Heverlee,58045,5.345662718925909,50.8376275,4.6629253
Quévy-le-Petit,37888,9.723573348391993,50.367996,3.93752
Kortenberg,48540,9.672117373913252,50.8953581,4.565683393303372
Pondrôme,32245,42.082488928137394,50.0991378,5.0083667
Roux-Miroir,44113,19.157317051402444,50.7130287,4.773127868519964
Voroux-lez-Liers,40046,4.958741457934453,50.6876208,5.5524311
Trembleur,38625,12.151870314009239,50.6954792,5.7266237
Opoeteren,37080,47.473062682750644,51.0689429,5.6547965
La Roche-en-Ardenne,32179,53.9140207187351,50.1602833,5.562759403213439
Meer,38493,34.460903954018534,51.4471565,4.7390521
Maulde,33809,32.921106458172304,50.6119835,3.5570806163667203
Sart-Bernard,41859,8.897311554966564,50.406494,4.9492425
Veldwezelt,37765,24.865521273840592,50.8656032,5.6323789
Otegem,40149,34.574914163424296,50.8085335,3.4218217
Basse-Bodeux,32816,36.60501124312627,50.3579736,5.826789
Moen,40149,39.154927278571385,50.7685806,3.3975585
Verlaine,44657,18.478099290641968,50.6075114,5.3184439
Sint-Rijkers,35162,44.50649518730862,50.9945231,2.6881434
Loncin,32537,5.47191355255289,50.665153,5.502732
Hognoul,37946,9.214871548882352,50.6808099,5.4556394
Wayaux,40626,8.89462353794667,50.4896309,4.4723314
Weillen,35174,23.180788430206007,50.2599138,4.8226877
Ollignies,33759,26.653700533741148,50.6874157,3.8598773
Lomprez,33743,46.27307175778386,50.0762474,5.092143
Petit-Rœulx-lez-Nivelles,39767,18.650827737525713,50.558746,4.31792948663984
Veerle,39347,29.060355598259253,51.0690138,4.986472
Blanden,58045,5.834622993994383,50.8278376,4.7181551
Sint-Margriete-Houtem,41916,18.774021607406294,50.8283034,4.956171
Wibrin,34264,54.20198223907404,50.1661182,5.7156009
Dessel,37808,49.284653107111765,51.2390765,5.1128221
Spy,36220,12.230891518197463,50.48321905,4.695355517403303
Argenteau,35147,9.856459593833527,50.698241,5.6855483
Magnée,33859,8.918170935898598,50.6028765,5.6811009
Lendelede,38556,35.93372448733206,50.8854048,3.231192190932623
Haut-Ittre,42679,21.288180991314334,50.6488039,4.296471951359066
Wihéries,30071,16.111658941076076,50.3855184,3.7523613
Theux,38802,21.438726891277142,50.5358359,5.8238359
Tillet,33975,69.32894470571783,50.0097939,5.5297763
Havré,32899,6.696599899616082,50.4643472,4.0454003
Petit-Thier,32212,46.71359573711517,50.3081766,5.9679438
Sint-Katherina-Lombeek,43623,12.912184665220803,50.8726659,4.1535568
Vellereille-les-Brayeux,36996,16.425269372283616,50.3790081,4.1507915
Olne,44471,13.73810509854971,50.5901199,5.7479948
Anthisnes,40822,18.527617594672062,50.481662,5.5225261
Tavier,40822,18.10280615764137,50.4960009,5.4706564
Verlée,35600,31.288761879122802,50.3675402,5.2795649
Villers-la-Loue,37690,108.48357652726484,49.5745145,5.4812201
Villers-Deux-Eglises,34306,24.811319707600735,50.1898113,4.4824911
Outrijve,37258,39.05902263957021,50.7559221,3.4298713
Lisogne,30917,21.896156443170465,50.2814293,4.9715412
Wagnelée,32402,13.662621751910713,50.52262195,4.527311020008623
Sorinnes,30917,24.395972489757092,50.2597292,4.98106
Manderfeld,36066,64.4916376947899,50.3310938,6.3400555
Juseret,38568,81.32461913988817,49.8805074,5.549439
Sint-Maria-Horebeke,44819,24.104389347916214,50.8383442,3.6875097
Sivry,33508,33.008499259455746,50.1678978,4.1792797
Montignies-lez-Lens,38286,12.174254707349219,50.5643065,3.9433795
Lodelinsart,27396,2.7846371685594935,50.433116,4.464702
Luttre,40157,11.361735721656764,50.5062363,4.3839192
Tongre-Saint-Martin,37203,18.61331574043097,50.5869104,3.7899573
Roux,27396,5.011441526816215,50.4429929,4.3937321
Deux-Acren,33759,31.463072160081797,50.7307336,3.8522036
Porcheresse,32453,30.13345374906633,50.3384304,5.2408578
Stavelot,34844,37.637675341974486,50.3942409,5.9310335
Herseaux,31017,50.419198140968646,50.722638,3.2340757
Slijpe,34983,27.100322424907375,51.1543955,2.8476959
Welkenraedt,35554,28.230184914464086,50.6607788,5.9732784
Péruwelz,31967,28.814816359485455,50.53332105,3.5636806619041077
Trazegnies,31532,10.053610698693694,50.4665295,4.3317415
Gouy-lez-Piéton,31532,12.680458323896968,50.4967574,4.3253593
Rijkevorsel,37985,28.79674465999879,51.3503707,4.758514
Mellet,40626,10.527955776914625,50.504123,4.4762608
Ville-Pommeroeul,33277,16.19712017530739,50.4649192,3.7236841
Opont,33605,61.78960132685745,49.9351026,5.1199106
Rièzes,30713,50.41967354366121,49.960822,4.368311
Ophain-Bois-Seigneur-Isaac,43475,19.302330910550825,50.6658971,4.3480069
Baulers,39782,23.656932210705055,50.6172472,4.358648257037174
Weelde,37195,45.983113204358375,51.4071394,4.9905925
Hérinnes-lez-Pecq,35312,46.77253501331872,50.7008798,3.3623581
Thys,40124,15.574533687153199,50.7225262,5.3894005
Wanlin,33460,36.87727916003818,50.1592006,5.0613886
Tinlot,41204,23.148391706565306,50.4777419,5.3786954
Onhaye,35174,24.857339488487558,50.2435657,4.840864
Tellin,35749,49.583448718544766,50.081019,5.216837
Waudrez,32170,15.142192796392411,50.4024989,4.149226843835468
Momignies,29587,47.69738410303602,50.0087898,4.2142084834115705
Sorée,41779,19.573147405630174,50.3970778,5.1201085
Vremde,45893,9.964199504695952,51.1753099,4.5226229
Zichen-Zussen-Bolder,37996,16.943098242758715,50.7946558,5.6196314
Poppel,37195,51.284100948919146,51.4476125,5.0427588
Lacuisine,32287,89.36425341721218,49.7170106,5.318262
Agimont,28778,34.001816944686375,50.16421,4.7942801
Les Bulles,35583,93.82566632942014,49.7031011,5.4263273
Pepingen,46808,14.956462520548016,50.7598483,4.1576993
Gages,37250,17.424119309243,50.6068018,3.8910777
Borchtlombeek,45352,13.557861230497371,50.8486371,4.1371467
Kerksken,42081,24.24106129094404,50.8894722,3.9935955
Macon,29587,43.325839293528965,50.052122,4.2096331
Loupoigne,44783,20.179134892662592,50.5929226,4.431964495911592
Cherain,33485,55.606900834518214,50.1806741,5.8646609
Beert,46808,15.360300182116958,50.7387821,4.1794293
Tintange,41417,86.16256651857724,49.878638,5.7518438
Bouwel,41814,24.92142599448125,51.1656586,4.7462187
Meerhout,39151,38.483027276858444,51.1317433,5.0772388
Roisin,36870,22.771029558426207,50.333082,3.6938101
Wiers,31967,30.13484711103427,50.5084748,3.5344465
Vergnies,31386,25.649980999756686,50.198614,4.3059105
Binkom,50956,12.852500934878645,50.8721329,4.8840011
Vlissegem,39082,12.946836855166449,51.2544337,3.0558729
Nimy,32899,2.340181880268455,50.4759358,3.9545894
Villers-Saint-Amand,36258,25.08283163588165,50.63222945,3.7324512355622734
Dottignies,31017,46.804547709033535,50.7273981,3.3037301
Stambruges,34494,17.51805392159708,50.5086579,3.7192008
Zillebeke,36057,46.71068083885435,50.8346385,2.9224029
Taintignies,33602,44.47575136888135,50.549906,3.3410768
Thuin,37040,14.504992637694448,50.32189905,4.296083730719883
Zonhoven,40419,41.08973649415928,50.9909835,5.3677683
Vieux-Genappe,44783,23.900153313997443,50.62902485,4.401503098161191
Meslin-l'Évêque,36258,23.012791761403083,50.6498402,3.842321463890735
Zoutleeuw,39570,28.67311623862079,50.8331973,5.1030991
Gozée,37040,10.959466655986253,50.3331954,4.3509345
Halleux,32179,52.88137177732868,50.1717133,5.5020384
Ghoy,33759,32.020653362977384,50.7283427,3.8094385
Rumillies,33809,41.17691106022925,50.62803125000001,3.436820037315397
Vinderhoute,41710,6.956617026351314,51.0876396,3.6412401
Chanly,33743,47.79515981419336,50.0786533,5.1559991
Velm,36466,32.2738916509505,50.7790412,5.1324556
Saint-Denis-Bovesse,47170,9.233691372322125,50.5213628,4.7681615
Tongerlo,36220,54.000587596441534,51.1276446,5.6602965
Wannebecq,33759,28.677269480743924,50.6940794,3.7998354
Wasseiges,38409,19.847879043316304,50.6210088,5.006907
Vezon,33809,33.97869532763341,50.5742732,3.509546191113894
Péronnes-lez-Antoing,31392,36.8420025044044,50.551862,3.4538057
Rosoux-Crenwick,41774,29.001379597034344,50.6973986,5.1704397
Mourcourt,33809,42.13216829762333,50.65386885,3.4443678590843554
Leffinge,34983,24.61758742827296,51.1746761,2.8776766
